# emapper version: emapper-2.0.1 emapper DB: 2.0
# command: ./emapper.py  -i GCF_000963815.1_ASM96381v1_protein.faa --output GCF_000963815.1_ASM96381v1_protein.faa.eggnog -m diamond --target_orthologs all --cpu 14
# time: Tue Jun 16 14:05:02 2020
#query_name	seed_eggNOG_ortholog	seed_ortholog_evalue	seed_ortholog_score	best_tax_level	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	taxonomic scope	eggNOG OGs	best eggNOG OG	COG Functional cat.	eggNOG free text desc.
WP_000080241.1	470.IX87_00680	1.2e-183	649.0	Moraxellaceae	IV02_09720		2.2.1.1	ko:K00615	ko00030,ko00710,ko01051,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00030,map00710,map01051,map01100,map01110,map01120,map01130,map01200,map01230	M00004,M00007,M00165,M00167	R01067,R01641,R01830,R06590	RC00032,RC00226,RC00571,RC01560	ko00000,ko00001,ko00002,ko01000				Bacteria	1N6QF@1224,1RYXD@1236,3NMRF@468,COG3958@1,COG3958@2	NA|NA|NA	G	Transketolase, pyrimidine binding domain
WP_000080538.1	470.IX87_20945	2.6e-160	571.2	Moraxellaceae	kdsA		2.5.1.55	ko:K01627	ko00540,ko01100,map00540,map01100	M00063	R03254	RC00435	ko00000,ko00001,ko00002,ko01000,ko01005				Bacteria	1MV91@1224,1RMGQ@1236,3NIHT@468,COG2877@1,COG2877@2	NA|NA|NA	M	Belongs to the KdsA family
WP_000080759.1	470.IX87_14760	5.4e-135	486.9	Moraxellaceae	ubiG		2.1.1.222,2.1.1.64	ko:K00568	ko00130,ko01100,ko01110,map00130,map01100,map01110	M00117	R04988,R05614,R08769,R08781	RC00003,RC00392,RC01895	ko00000,ko00001,ko00002,ko01000				Bacteria	1MU89@1224,1RMV7@1236,3NKGB@468,COG2227@1,COG2227@2	NA|NA|NA	H	O-methyltransferase that catalyzes the 2 O-methylation steps in the ubiquinone biosynthetic pathway
WP_000080819.1	470.IX87_19475	3.7e-134	484.2	Moraxellaceae	yidP			ko:K03710					ko00000,ko03000				Bacteria	1MVFM@1224,1RNPE@1236,3NM9Y@468,COG2188@1,COG2188@2	NA|NA|NA	K	UTRA
WP_000080849.1	871585.BDGL_003363	7e-164	583.2	Moraxellaceae	purU	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006139,GO:0006163,GO:0006164,GO:0006575,GO:0006725,GO:0006730,GO:0006732,GO:0006753,GO:0006760,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008864,GO:0009058,GO:0009108,GO:0009117,GO:0009150,GO:0009152,GO:0009165,GO:0009256,GO:0009257,GO:0009259,GO:0009260,GO:0009396,GO:0009987,GO:0016053,GO:0016787,GO:0016810,GO:0016811,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0019752,GO:0034641,GO:0034654,GO:0042398,GO:0042558,GO:0042559,GO:0043436,GO:0043603,GO:0043604,GO:0043648,GO:0043650,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046390,GO:0046394,GO:0046483,GO:0046653,GO:0046654,GO:0051186,GO:0051188,GO:0055086,GO:0071704,GO:0072521,GO:0072522,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	2.7.7.72,3.5.1.10	ko:K00974,ko:K01433	ko00630,ko00670,ko03013,map00630,map00670,map03013		R00944,R09382,R09383,R09384,R09386	RC00026,RC00078,RC00111	ko00000,ko00001,ko01000,ko03016			iSDY_1059.SDY_1284	Bacteria	1MVCF@1224,1RN6Q@1236,3NKD9@468,COG0788@1,COG0788@2	NA|NA|NA	F	Catalyzes the hydrolysis of 10-formyltetrahydrofolate (formyl-FH4) to formate and tetrahydrofolate (FH4)
WP_000080867.1	470.IX87_09360	1.1e-134	486.1	Moraxellaceae	dapD	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006520,GO:0006553,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0008666,GO:0009058,GO:0009066,GO:0009067,GO:0009085,GO:0009987,GO:0016053,GO:0016410,GO:0016740,GO:0016746,GO:0016747,GO:0016748,GO:0016749,GO:0019752,GO:0019877,GO:0043436,GO:0043648,GO:0043650,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0046451,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	2.3.1.117,2.3.1.89	ko:K00674,ko:K05822	ko00300,ko01100,ko01110,ko01120,ko01230,map00300,map01100,map01110,map01120,map01230	M00016,M00525	R04364,R04365	RC00004,RC01136	ko00000,ko00001,ko00002,ko01000			iSbBS512_1146.SbBS512_E0158,iYO844.BSU14180	Bacteria	1MU0Y@1224,1RPCS@1236,3NINN@468,COG2171@1,COG2171@2	NA|NA|NA	E	Belongs to the transferase hexapeptide repeat family
WP_000080983.1	470.IX87_20905	3.8e-246	857.1	Moraxellaceae	pcaB	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464	5.5.1.2	ko:K01857	ko00362,ko01100,ko01120,ko01220,map00362,map01100,map01120,map01220		R03307	RC00902	ko00000,ko00001,ko01000				Bacteria	1MXNN@1224,1RS00@1236,3NIY1@468,COG0015@1,COG0015@2	NA|NA|NA	F	Adenylosuccinate lyase C-terminus
WP_000081163.1	871585.BDGL_000708	2.8e-260	904.0	Moraxellaceae				ko:K03457					ko00000	2.A.39			Bacteria	1N7JP@1224,1RUAW@1236,3NSPC@468,COG1457@1,COG1457@2	NA|NA|NA	U	Permease for cytosine/purines, uracil, thiamine, allantoin
WP_000081467.1	470.IX87_14055	1e-257	895.6	Moraxellaceae	proY			ko:K03293,ko:K16234					ko00000,ko02000	2.A.3.1,2.A.3.1.9			Bacteria	1MUPS@1224,1RNHF@1236,3NK7N@468,COG1113@1,COG1113@2	NA|NA|NA	E	Amino acid permease
WP_000081475.1	1217658.F987_01989	0.0	1263.4	Moraxellaceae													Bacteria	1MVV1@1224,1SKYM@1236,3NJV2@468,COG3209@1,COG3209@2	NA|NA|NA	M	COG3209 Rhs family protein
WP_000081481.1	575564.HMPREF0014_03028	3.5e-157	560.8	Moraxellaceae	dcaR												Bacteria	1MXRJ@1224,1RYS5@1236,3NT4T@468,COG1414@1,COG1414@2	NA|NA|NA	K	helix_turn_helix isocitrate lyase regulation
WP_000081859.1	520709.F985_00226	5e-96	357.1	Moraxellaceae	sinR												Bacteria	1MXWB@1224,1RMDC@1236,3NT89@468,COG1396@1,COG1396@2	NA|NA|NA	K	Cro/C1-type HTH DNA-binding domain
WP_000082281.1	470.IX87_13900	4.7e-304	1049.7	Moraxellaceae	gshA		6.3.2.2	ko:K01919	ko00270,ko00480,ko01100,map00270,map00480,map01100	M00118	R00894,R10993	RC00064,RC00090	ko00000,ko00001,ko00002,ko01000				Bacteria	1MW9B@1224,1RPNQ@1236,3NK8B@468,COG2918@1,COG2918@2	NA|NA|NA	H	Belongs to the glutamate--cysteine ligase type 1 family. Type 1 subfamily
WP_000082610.1	470.IX87_10090	2.8e-271	940.6	Moraxellaceae	lpdA	GO:0003674,GO:0003824,GO:0004148,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005737,GO:0005739,GO:0005759,GO:0006082,GO:0006084,GO:0006085,GO:0006086,GO:0006090,GO:0006139,GO:0006163,GO:0006164,GO:0006464,GO:0006637,GO:0006725,GO:0006732,GO:0006733,GO:0006753,GO:0006790,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009108,GO:0009117,GO:0009150,GO:0009152,GO:0009165,GO:0009259,GO:0009260,GO:0009987,GO:0016491,GO:0016651,GO:0016667,GO:0016668,GO:0018130,GO:0018335,GO:0019362,GO:0019438,GO:0019538,GO:0019637,GO:0019693,GO:0019752,GO:0031974,GO:0031981,GO:0032787,GO:0032991,GO:0033865,GO:0033866,GO:0033875,GO:0034030,GO:0034032,GO:0034033,GO:0034641,GO:0034654,GO:0035383,GO:0035384,GO:0036211,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043412,GO:0043436,GO:0043543,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044272,GO:0044281,GO:0044422,GO:0044424,GO:0044428,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0045239,GO:0045240,GO:0045252,GO:0045254,GO:0046390,GO:0046483,GO:0046496,GO:0051186,GO:0051188,GO:0055086,GO:0055114,GO:0061732,GO:0070013,GO:0071616,GO:0071704,GO:0072521,GO:0072522,GO:0072524,GO:0090407,GO:0106077,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1902494,GO:1990204,GO:1990234	1.8.1.4	ko:K00382	ko00010,ko00020,ko00260,ko00280,ko00620,ko00630,ko00640,ko01100,ko01110,ko01120,ko01130,ko01200,map00010,map00020,map00260,map00280,map00620,map00630,map00640,map01100,map01110,map01120,map01130,map01200	M00009,M00011,M00036,M00307,M00532	R00209,R01221,R01698,R03815,R07618,R08549	RC00004,RC00022,RC00583,RC02742,RC02833,RC02834	br01601,ko00000,ko00001,ko00002,ko01000,ko04147			iE2348C_1286.E2348C_4372,iJN746.PP_4187	Bacteria	1MU2U@1224,1RMFF@1236,3NIRD@468,COG1249@1,COG1249@2	NA|NA|NA	C	COG1249 Pyruvate 2-oxoglutarate dehydrogenase complex, dihydrolipoamide dehydrogenase (E3) component, and related enzymes
WP_000082714.1	470.IX87_13435	3.5e-49	200.7	Moraxellaceae													Bacteria	1N290@1224,1S6JZ@1236,2DMQN@1,32T1U@2,3NPRQ@468	NA|NA|NA	S	Branched-chain amino acid transport protein (AzlD)
WP_000082790.1	575564.HMPREF0014_00994	2.2e-25	120.9	Moraxellaceae													Bacteria	1QPAZ@1224,1TN0C@1236,2AZJF@1,31RTX@2,3NPSN@468	NA|NA|NA		
WP_000083355.1	470.IX87_13480	0.0	1880.1	Moraxellaceae	uvrA			ko:K03701	ko03420,map03420				ko00000,ko00001,ko03400				Bacteria	1MW0W@1224,1RMS9@1236,3NK1U@468,COG0178@1,COG0178@2	NA|NA|NA	L	The UvrABC repair system catalyzes the recognition and processing of DNA lesions. UvrA is an ATPase and a DNA-binding protein. A damage recognition complex composed of 2 UvrA and 2 UvrB subunits scans DNA for abnormalities. When the presence of a lesion has been verified by UvrB, the UvrA molecules dissociate
WP_000083551.1	470.IX87_11265	3.2e-121	441.0	Moraxellaceae	trpF	GO:0000162,GO:0003674,GO:0003824,GO:0004425,GO:0004640,GO:0006082,GO:0006520,GO:0006568,GO:0006576,GO:0006586,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009072,GO:0009073,GO:0009308,GO:0009309,GO:0009987,GO:0016053,GO:0016829,GO:0016830,GO:0016831,GO:0016853,GO:0016860,GO:0016861,GO:0018130,GO:0019438,GO:0019752,GO:0034641,GO:0042401,GO:0042430,GO:0042435,GO:0043436,GO:0044106,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0046219,GO:0046394,GO:0046483,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	4.1.1.48,4.2.1.160,4.2.1.20,5.3.1.24	ko:K01696,ko:K01817,ko:K13498,ko:K22100	ko00260,ko00400,ko00790,ko01100,ko01110,ko01130,ko01230,map00260,map00400,map00790,map01100,map01110,map01130,map01230	M00023,M00840	R00674,R02340,R02722,R03508,R03509,R11072	RC00209,RC00210,RC00700,RC00701,RC00944,RC00945,RC02868,RC03343	ko00000,ko00001,ko00002,ko01000			iJN678.trpF,iPC815.YPO2205,iSBO_1134.SBO_1804,iSDY_1059.SDY_1330	Bacteria	1RA87@1224,1S41P@1236,3NIWQ@468,COG0135@1,COG0135@2	NA|NA|NA	E	Belongs to the TrpF family
WP_000083565.1	470.IX87_11570	5.5e-86	323.6	Moraxellaceae													Bacteria	1RHNM@1224,1S691@1236,3NKM9@468,COG2050@1,COG2050@2	NA|NA|NA	Q	Domain of unknown function (DUF4442)
WP_000083594.1	470.IX87_13070	3.7e-91	340.9	Moraxellaceae	puuR_1												Bacteria	1MY87@1224,1T1PX@1236,3NJP5@468,COG1396@1,COG1396@2,COG3837@1,COG3837@2	NA|NA|NA	K	Cupin domain
WP_000083625.1	470.IX87_03905	1.7e-148	531.9	Moraxellaceae	dotU1			ko:K11892	ko03070,map03070	M00334			ko00000,ko00001,ko00002,ko02044	3.A.23.1			Bacteria	1NMWP@1224,1S3HZ@1236,3NK1P@468,COG3455@1,COG3455@2	NA|NA|NA	S	Type VI secretion system protein DotU
WP_000083683.1	470.IX87_06720	1.1e-109	402.5	Moraxellaceae													Bacteria	1NB1B@1224,1S1G7@1236,3NJNG@468,COG1853@1,COG1853@2	NA|NA|NA	S	Flavin reductase like domain
WP_000084042.1	470.IX87_05675	8.9e-267	925.6	Moraxellaceae	dnaQ	GO:0003674,GO:0003824,GO:0004518,GO:0004527,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006281,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0008408,GO:0009058,GO:0009059,GO:0009360,GO:0009987,GO:0016787,GO:0016788,GO:0032991,GO:0033554,GO:0034641,GO:0034645,GO:0042575,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044424,GO:0044444,GO:0044464,GO:0044776,GO:0045004,GO:0045005,GO:0046483,GO:0050896,GO:0051716,GO:0061695,GO:0071704,GO:0090304,GO:0090305,GO:1901360,GO:1901576,GO:1902494,GO:1990234	2.7.7.7,3.1.26.4	ko:K02342,ko:K03469,ko:K14159	ko00230,ko00240,ko01100,ko03030,ko03430,ko03440,map00230,map00240,map01100,map03030,map03430,map03440	M00260	R00375,R00376,R00377,R00378	RC02795	ko00000,ko00001,ko00002,ko01000,ko03032,ko03400				Bacteria	1MV8Z@1224,1RNHQ@1236,3NKVD@468,COG0328@1,COG0328@2,COG0847@1,COG0847@2	NA|NA|NA	L	Endonuclease that specifically degrades the RNA of RNA- DNA hybrids
WP_000084188.1	470.IX87_14005	7.2e-77	293.1	Moraxellaceae	nusB	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006351,GO:0006353,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0018130,GO:0019438,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:0097659,GO:1901360,GO:1901362,GO:1901576		ko:K03625					ko00000,ko03009,ko03021				Bacteria	1RHFZ@1224,1S6AJ@1236,3NIY0@468,COG0781@1,COG0781@2	NA|NA|NA	K	Involved in transcription antitermination. Required for transcription of ribosomal RNA (rRNA) genes. Binds specifically to the boxA antiterminator sequence of the ribosomal RNA (rrn) operons
WP_000084236.1	575564.HMPREF0014_00429	1.8e-74	285.0	Moraxellaceae													Bacteria	1N031@1224,1S990@1236,3NT8M@468,COG3791@1,COG3791@2	NA|NA|NA	S	Glutathione-dependent formaldehyde-activating enzyme
WP_000084237.1	470.IX87_15325	3.4e-62	244.2	Moraxellaceae	atpI	GO:0003674,GO:0003824,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006139,GO:0006163,GO:0006164,GO:0006725,GO:0006753,GO:0006754,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006811,GO:0006812,GO:0008150,GO:0008152,GO:0008324,GO:0009058,GO:0009117,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009141,GO:0009142,GO:0009144,GO:0009145,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009165,GO:0009167,GO:0009168,GO:0009199,GO:0009201,GO:0009205,GO:0009206,GO:0009259,GO:0009260,GO:0009987,GO:0015075,GO:0015077,GO:0015078,GO:0015318,GO:0015399,GO:0015405,GO:0015672,GO:0015985,GO:0015986,GO:0016020,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0017144,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0019829,GO:0022804,GO:0022853,GO:0022857,GO:0022890,GO:0034220,GO:0034641,GO:0034654,GO:0042623,GO:0042625,GO:0042626,GO:0043492,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044464,GO:0044769,GO:0046034,GO:0046390,GO:0046483,GO:0046933,GO:0051179,GO:0051234,GO:0055085,GO:0055086,GO:0071704,GO:0071944,GO:0072521,GO:0072522,GO:0090407,GO:0090662,GO:0098655,GO:0098660,GO:0098662,GO:0099131,GO:0099132,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1902600		ko:K02116					ko00000,ko00194	3.A.2.1		iSSON_1240.SSON_3880	Bacteria	1N777@1224,1SD0Z@1236,3NNM6@468,COG3312@1,COG3312@2	NA|NA|NA	C	ATP synthase I chain
WP_000084318.1	470.IX87_16555	0.0	1236.1	Moraxellaceae				ko:K13776	ko00281,map00281		R08088	RC00004,RC00014	ko00000,ko00001,ko01000,ko01004				Bacteria	1MWSD@1224,1RQD3@1236,3NKGQ@468,COG0318@1,COG0318@2	NA|NA|NA	IQ	AMP-binding enzyme C-terminal domain
WP_000084509.1	470.IX87_02850	4.5e-67	260.4	Moraxellaceae	Z012_06190												Bacteria	1RDK8@1224,1S4BI@1236,3NP2Y@468,COG1942@1,COG1942@2	NA|NA|NA	S	Tautomerase enzyme
WP_000084540.1	470.IX87_01945	2e-28	131.0	Moraxellaceae													Bacteria	1QQDW@1224,1RT1E@1236,2B0F9@1,31SSQ@2,3NS2U@468	NA|NA|NA		
WP_000084730.1	470.IX87_14325	4.6e-241	840.1	Moraxellaceae	sun	GO:0000154,GO:0001510,GO:0003674,GO:0003824,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0008169,GO:0008173,GO:0008649,GO:0008757,GO:0009383,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0016434,GO:0016740,GO:0016741,GO:0022613,GO:0030312,GO:0031167,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0043170,GO:0043412,GO:0043414,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0070475,GO:0071704,GO:0071840,GO:0071944,GO:0090304,GO:0140098,GO:0140102,GO:1901360	2.1.1.176	ko:K03500					ko00000,ko01000,ko03009				Bacteria	1MWPE@1224,1RN8X@1236,3NJ2I@468,COG0144@1,COG0144@2,COG0781@1,COG0781@2	NA|NA|NA	J	Specifically methylates the cytosine at position 967 (m5C967) of 16S rRNA
WP_000084810.1	40373.F991_01485	1.1e-206	725.7	Moraxellaceae		GO:0000166,GO:0000287,GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0005524,GO:0006464,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0009987,GO:0016740,GO:0016772,GO:0016779,GO:0017076,GO:0018117,GO:0018175,GO:0019538,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0036211,GO:0042802,GO:0042803,GO:0043167,GO:0043168,GO:0043169,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0046872,GO:0046983,GO:0070566,GO:0070733,GO:0071704,GO:0097159,GO:0097367,GO:1901265,GO:1901363,GO:1901564											Bacteria	1MV69@1224,1RRCR@1236,3NSNT@468,COG3177@1,COG3177@2	NA|NA|NA	H	Adenylyltransferase that mediates the addition of adenosine 5'-monophosphate (AMP) to specific residues of target proteins
WP_000085209.1	470.IX87_12345	5.8e-188	663.3	Moraxellaceae	glyQ	GO:0003674,GO:0003824,GO:0004812,GO:0004820,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0016874,GO:0016875,GO:0044424,GO:0044444,GO:0044464,GO:0046983,GO:0140098,GO:0140101	6.1.1.14	ko:K01878,ko:K14164	ko00970,map00970	M00360	R03654	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016			iAF1260.b3560,iAF987.Gmet_2942,iJO1366.b3560,iPC815.YPO4072,iY75_1357.Y75_RS19360	Bacteria	1MVCJ@1224,1RMYI@1236,3NIRE@468,COG0752@1,COG0752@2	NA|NA|NA	J	glycyl-tRNA synthetase, alpha subunit
WP_000086293.1	470.IX87_19330	1.3e-20	104.8	Moraxellaceae	osmB												Bacteria	1N7YH@1224,1SDBR@1236,32ZH9@2,3NPUC@468,COG3668@1	NA|NA|NA	S	COG3668 Plasmid stabilization system protein
WP_000086385.1	470.IX87_10105	1.1e-138	499.2	Moraxellaceae	sdhB	GO:0000104,GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005886,GO:0006082,GO:0006091,GO:0006099,GO:0006101,GO:0008150,GO:0008152,GO:0009055,GO:0009060,GO:0009987,GO:0015980,GO:0016020,GO:0016491,GO:0016627,GO:0016999,GO:0017144,GO:0019752,GO:0022900,GO:0022904,GO:0032991,GO:0043436,GO:0044237,GO:0044238,GO:0044281,GO:0044424,GO:0044425,GO:0044459,GO:0044464,GO:0045273,GO:0045274,GO:0045281,GO:0045282,GO:0045333,GO:0048037,GO:0051536,GO:0051537,GO:0051538,GO:0051539,GO:0051540,GO:0055114,GO:0070469,GO:0070470,GO:0071704,GO:0071944,GO:0072350,GO:0098796,GO:0098797,GO:0098803,GO:1902494,GO:1990204	1.3.5.1,1.3.5.4	ko:K00240	ko00020,ko00190,ko00650,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,map00020,map00190,map00650,map00720,map01100,map01110,map01120,map01130,map01200	M00009,M00011,M00149,M00173,M00374,M00376	R02164	RC00045	ko00000,ko00001,ko00002,ko01000			e_coli_core.b0724,iAF1260.b0724,iBWG_1329.BWG_0583,iEC042_1314.EC042_0742,iECDH10B_1368.ECDH10B_0791,iECDH1ME8569_1439.ECDH1ME8569_0683,iECUMN_1333.ECUMN_0802,iEcDH1_1363.EcDH1_2911,iJO1366.b0724,iJR904.b0724,iY75_1357.Y75_RS03765	Bacteria	1MVHS@1224,1RNWR@1236,3NIGB@468,COG0479@1,COG0479@2	NA|NA|NA	C	succinate dehydrogenase
WP_000088559.1	470.IX87_11235	1.1e-139	502.7	Moraxellaceae	trpA		4.2.1.20	ko:K01695	ko00260,ko00400,ko01100,ko01110,ko01130,ko01230,map00260,map00400,map01100,map01110,map01130,map01230	M00023	R00674,R02340,R02722	RC00209,RC00210,RC00700,RC00701,RC02868	ko00000,ko00001,ko00002,ko01000				Bacteria	1MXJV@1224,1RMGN@1236,3NKMT@468,COG0159@1,COG0159@2	NA|NA|NA	E	The alpha subunit is responsible for the aldol cleavage of indoleglycerol phosphate to indole and glyceraldehyde 3- phosphate
WP_000089272.1	470.IX87_21685	6e-285	986.1	Moraxellaceae	glnG	GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006355,GO:0008150,GO:0009889,GO:0009890,GO:0009891,GO:0009892,GO:0009893,GO:0010468,GO:0010556,GO:0010557,GO:0010558,GO:0010604,GO:0010605,GO:0010628,GO:0010629,GO:0019219,GO:0019222,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031328,GO:0043565,GO:0044424,GO:0044444,GO:0044464,GO:0045892,GO:0045893,GO:0045934,GO:0045935,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051173,GO:0051252,GO:0051253,GO:0051254,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:1901363,GO:1902679,GO:1902680,GO:1903506,GO:1903507,GO:1903508,GO:2000112,GO:2000113,GO:2001141		ko:K07712	ko02020,map02020	M00497			ko00000,ko00001,ko00002,ko02022				Bacteria	1MU0N@1224,1RMCK@1236,3NJ88@468,COG2204@1,COG2204@2	NA|NA|NA	T	response regulator
WP_000089880.1	470.IX87_06760	3.2e-164	584.3	Moraxellaceae													Bacteria	1MX7J@1224,1RY1I@1236,3NJ1P@468,COG0583@1,COG0583@2	NA|NA|NA	K	LysR substrate binding domain
WP_000089887.1	1217652.F954_00173	1.9e-129	468.8	Moraxellaceae													Bacteria	1MVGC@1224,1RMXB@1236,3NK66@468,COG0697@1,COG0697@2	NA|NA|NA	EG	EamA-like transporter family
WP_000089996.1	470.IX87_15840	5.7e-45	186.4	Moraxellaceae	yggX	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006950,GO:0006979,GO:0008150,GO:0009987,GO:0033554,GO:0034599,GO:0042221,GO:0044424,GO:0044444,GO:0044464,GO:0050896,GO:0051716,GO:0070887											Bacteria	1MZ2V@1224,1S964@1236,3NP04@468,COG2924@1,COG2924@2	NA|NA|NA	CO	Could be a mediator in iron transactions between iron acquisition and iron-requiring processes, such as synthesis and or repair of Fe-S clusters in biosynthetic enzymes
WP_000090000.1	470.IX87_12655	4.6e-64	250.4	Moraxellaceae	yjgF		3.5.99.10	ko:K09022			R11098,R11099	RC03275,RC03354	ko00000,ko01000				Bacteria	1MZ3J@1224,1S5XS@1236,3NN5J@468,COG0251@1,COG0251@2	NA|NA|NA	J	Endoribonuclease L-PSP
WP_000090021.1	470.IX87_12985	0.0	1093.2	Moraxellaceae	yjjK	GO:0003674,GO:0003824,GO:0005488,GO:0006417,GO:0006448,GO:0008150,GO:0009889,GO:0009890,GO:0009892,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010608,GO:0010629,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0017148,GO:0019222,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0032268,GO:0032269,GO:0034248,GO:0034249,GO:0043021,GO:0043022,GO:0044877,GO:0045900,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051246,GO:0051248,GO:0060255,GO:0065007,GO:0080090,GO:2000112,GO:2000113	3.6.3.25	ko:K06020					ko00000,ko01000				Bacteria	1MU37@1224,1RPWS@1236,3NII1@468,COG0488@1,COG0488@2	NA|NA|NA	S	COG0488 ATPase components of ABC transporters with duplicated ATPase domains
WP_000090108.1	1217656.F964_00566	3.7e-61	241.9	Moraxellaceae			3.1.3.16	ko:K01090					ko00000,ko01000				Bacteria	1N2SH@1224,1SBMX@1236,3NTFF@468,COG3935@1,COG3935@2	NA|NA|NA	L	DnaD domain protein
