# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	600379	601842	+	WP_001218074.1	WP_001218074.1		phospholipase D			ABUW_RS02955	1464	487	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	602037	602483	-							ABUW_RS02960	447		old_locus_tag=ABUW_0602
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	602037	602483	-	WP_001290065.1	WP_001290065.1		hypothetical protein			ABUW_RS02960	447	148	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	602648	603031	+							ABUW_RS02965	384		old_locus_tag=ABUW_0603
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	602648	603031	+	WP_000743009.1	WP_000743009.1		RcnB family protein			ABUW_RS02965	384	127	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	603069	603551	-							ABUW_RS02970	483		old_locus_tag=ABUW_0604
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	603069	603551	-	WP_001113293.1	WP_001113293.1		phosphate-starvation-inducible PsiE family protein			ABUW_RS02970	483	160	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	603670	605451	-							ABUW_RS02975	1782		old_locus_tag=ABUW_0605
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	603670	605451	-	WP_001123422.1	WP_001123422.1		acyl-CoA dehydrogenase C-terminal domain-containing protein			ABUW_RS02975	1782	593	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	605619	607421	-							ABUW_RS02980	1803		old_locus_tag=ABUW_0606
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	605619	607421	-	WP_001136747.1	WP_001136747.1		acyl-CoA dehydrogenase C-terminal domain-containing protein			ABUW_RS02980	1803	600	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	607711	608091	-							ABUW_RS02985	381		old_locus_tag=ABUW_0607
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	607711	608091	-	WP_000784270.1	WP_000784270.1		hypothetical protein			ABUW_RS02985	381	126	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	608223	609881	+					baeS		ABUW_RS02990	1659		old_locus_tag=ABUW_0608
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	608223	609881	+	WP_012300504.1	WP_012300504.1		sensor histidine kinase efflux regulator BaeS	baeS		ABUW_RS02990	1659	552	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	609901	610587	+							ABUW_RS02995	687		old_locus_tag=ABUW_0609
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	609901	610587	+	WP_000680574.1	WP_000680574.1		response regulator			ABUW_RS02995	687	228	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	610651	612093	-							ABUW_RS03000	1443		old_locus_tag=ABUW_0610
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	610651	612093	-	WP_001160220.1	WP_001160220.1		YdiU family protein			ABUW_RS03000	1443	480	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	612207	613379	-							ABUW_RS03005	1173		old_locus_tag=ABUW_0611
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	612207	613379	-	WP_000199593.1	WP_000199593.1		acyl-CoA desaturase			ABUW_RS03005	1173	390	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	613588	614118	+							ABUW_RS03010	531		old_locus_tag=ABUW_0612
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	613588	614118	+	WP_000701690.1	WP_000701690.1		META domain-containing protein			ABUW_RS03010	531	176	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	614147	614860	-							ABUW_RS03015	714		old_locus_tag=ABUW_0613
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	614147	614860	-	WP_001220109.1	WP_001220109.1		glycerophosphodiester phosphodiesterase			ABUW_RS03015	714	237	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	614933	615511	-							ABUW_RS03020	579		old_locus_tag=ABUW_0614
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	614933	615511	-	WP_000509973.1	WP_000509973.1		cob(I)yrinic acid a,c-diamide adenosyltransferase			ABUW_RS03020	579	192	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	615607	617469	-							ABUW_RS03025	1863		old_locus_tag=ABUW_0615
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	615607	617469	-	WP_000045364.1	WP_000045364.1		TonB-dependent receptor			ABUW_RS03025	1863	620	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	617839	618498	+							ABUW_RS03030	660		old_locus_tag=ABUW_0616
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	617839	618498	+	WP_000083551.1	WP_000083551.1		phosphoribosylanthranilate isomerase			ABUW_RS03030	660	219	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	618482	619711	+					trpB		ABUW_RS03035	1230		old_locus_tag=ABUW_0617
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	618482	619711	+	WP_000372732.1	WP_000372732.1		tryptophan synthase subunit beta	trpB		ABUW_RS03035	1230	409	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	619721	620233	+							ABUW_RS03040	513		old_locus_tag=ABUW_0618
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	619721	620233	+	WP_001139542.1	WP_001139542.1		DUF1543 domain-containing protein			ABUW_RS03040	513	170	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	620271	621266	+							ABUW_RS03045	996		old_locus_tag=ABUW_0619
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	620271	621266	+	WP_000364272.1	WP_000364272.1		DUF2804 domain-containing protein			ABUW_RS03045	996	331	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	621275	622150	-							ABUW_RS03050	876		old_locus_tag=ABUW_0620
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	621275	622150	-	WP_000991228.1	WP_000991228.1		metal-dependent hydrolase			ABUW_RS03050	876	291	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	622271	623320	+							ABUW_RS03055	1050		old_locus_tag=ABUW_0621
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	622271	623320	+	WP_001155158.1	WP_001155158.1		AraC family transcriptional regulator			ABUW_RS03055	1050	349	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	623565	624368	+							ABUW_RS03060	804		old_locus_tag=ABUW_0622
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	623565	624368	+	WP_000088559.1	WP_000088559.1		tryptophan synthase subunit alpha			ABUW_RS03060	804	267	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	624365	625261	+							ABUW_RS03065	897		old_locus_tag=ABUW_0623
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	624365	625261	+	WP_001071168.1	WP_001071168.1		acetyl-CoA carboxylase carboxyltransferase subunit beta			ABUW_RS03065	897	298	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	625258	626544	+					folC		ABUW_RS03070	1287		old_locus_tag=ABUW_0624
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	625258	626544	+	WP_000813093.1	WP_000813093.1		bifunctional tetrahydrofolate synthase/dihydrofolate synthase	folC		ABUW_RS03070	1287	428	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	626535	627605	+							ABUW_RS03075	1071		old_locus_tag=ABUW_0625
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	626535	627605	+	WP_002001156.1	WP_002001156.1		SPOR domain-containing protein			ABUW_RS03075	1071	356	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	627624	628148	-							ABUW_RS03080	525		old_locus_tag=ABUW_0626
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	627624	628148	-	WP_001163459.1	WP_001163459.1		dual specificity protein phosphatase family protein			ABUW_RS03080	525	174	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	628199	628975	-							ABUW_RS03085	777		old_locus_tag=ABUW_0627
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	628199	628975	-	WP_000336318.1	WP_000336318.1		MBL fold metallo-hydrolase			ABUW_RS03085	777	258	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	629273	629914	-							ABUW_RS03090	642		old_locus_tag=ABUW_0628
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	629273	629914	-	WP_000175332.1	WP_000175332.1		peroxiredoxin			ABUW_RS03090	642	213	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	630322	633045	+					secA		ABUW_RS03095	2724		old_locus_tag=ABUW_0629
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	630322	633045	+	WP_000881342.1	WP_000881342.1		preprotein translocase subunit SecA	secA		ABUW_RS03095	2724	907	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	633178	633621	+							ABUW_RS03100	444		old_locus_tag=ABUW_0630
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	633178	633621	+	WP_000757174.1	WP_000757174.1		hypothetical protein			ABUW_RS03100	444	147	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	633688	634998	-							ABUW_RS03105	1311		old_locus_tag=ABUW_0631
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	633688	634998	-	WP_000446411.1	WP_000446411.1		MHS family MFS transporter			ABUW_RS03105	1311	436	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	635133	635774	-							ABUW_RS03110	642		old_locus_tag=ABUW_0632
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	635133	635774	-	WP_001985920.1	WP_001985920.1		hemolysin III family protein			ABUW_RS03110	642	213	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	635901	637112	+							ABUW_RS03115	1212		old_locus_tag=ABUW_0633
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	635901	637112	+	WP_000110465.1	WP_000110465.1		SAM-dependent methyltransferase			ABUW_RS03115	1212	403	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	637125	637544	+							ABUW_RS03120	420		old_locus_tag=ABUW_0634
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	637125	637544	+	WP_000278748.1	WP_000278748.1		GNAT family N-acetyltransferase			ABUW_RS03120	420	139	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	637574	638434	-							ABUW_RS03125	861		old_locus_tag=ABUW_0635
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	637574	638434	-	WP_000129258.1	WP_000129258.1		patatin family protein			ABUW_RS03125	861	286	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	638450	638704	-							ABUW_RS03130	255		old_locus_tag=ABUW_0636
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	638450	638704	-	WP_001280986.1	WP_001280986.1		hypothetical protein			ABUW_RS03130	255	84	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	638869	641004	-							ABUW_RS03135	2136		old_locus_tag=ABUW_0637
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	638869	641004	-	WP_001274334.1	WP_001274334.1		enoyl-CoA hydratase/isomerase family protein			ABUW_RS03135	2136	711	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	641025	642293	-							ABUW_RS03140	1269		old_locus_tag=ABUW_0638
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	641025	642293	-	WP_001985925.1	WP_001985925.1		acetyl-CoA C-acetyltransferase			ABUW_RS03140	1269	422	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	642400	643557	-							ABUW_RS03145	1158		old_locus_tag=ABUW_0639
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	642400	643557	-	WP_001277857.1	WP_001277857.1		AraC family transcriptional regulator			ABUW_RS03145	1158	385	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	643621	644739	+							ABUW_RS03150	1119		old_locus_tag=ABUW_0640
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	643621	644739	+	WP_000205332.1	WP_000205332.1		CoA transferase			ABUW_RS03150	1119	372	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	644896	646128	+							ABUW_RS03155	1233		old_locus_tag=ABUW_0641
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	644896	646128	+	WP_002001352.1	WP_002001352.1		carbohydrate porin			ABUW_RS03155	1233	410	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	646302	648707	+							ABUW_RS03160	2406		old_locus_tag=ABUW_0642
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	646302	648707	+	WP_001075596.1	WP_001075596.1		glucose/quinate/shikimate family membrane-bound PQQ-dependent dehydrogenase			ABUW_RS03160	2406	801	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	648874	650517	+							ABUW_RS03165	1644		old_locus_tag=ABUW_0643
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	648874	650517	+	WP_000281764.1	WP_000281764.1		nitrite/sulfite reductase			ABUW_RS03165	1644	547	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	650510	650995	+							ABUW_RS03170	486		old_locus_tag=ABUW_0644
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	650510	650995	+	WP_000935247.1	WP_000935247.1		DUF934 domain-containing protein			ABUW_RS03170	486	161	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	651078	651431	+							ABUW_RS03175	354		old_locus_tag=ABUW_0645
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	651078	651431	+	WP_000457783.1	WP_000457783.1		quaternary ammonium transporter			ABUW_RS03175	354	117	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	651474	651917	-							ABUW_RS03180	444		old_locus_tag=ABUW_0646
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	651474	651917	-	WP_001176585.1	WP_001176585.1		VOC family protein			ABUW_RS03180	444	147	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	652044	653219	-							ABUW_RS03185	1176		old_locus_tag=ABUW_0647
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	652044	653219	-	WP_000129968.1	WP_000129968.1		thiolase family protein			ABUW_RS03185	1176	391	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	653328	653843	-							ABUW_RS03190	516		old_locus_tag=ABUW_0648
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	653328	653843	-	WP_000477151.1	WP_000477151.1		type II transport protein GspH			ABUW_RS03190	516	171	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	654223	655284	+							ABUW_RS03195	1062		old_locus_tag=ABUW_0649
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	654223	655284	+	WP_000777885.1	WP_000777885.1		OmpA family protein			ABUW_RS03195	1062	353	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	655407	655565	-							ABUW_RS20425	159		old_locus_tag=ABUW_0650
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	655407	655565	-	WP_000692859.1	WP_000692859.1		hypothetical protein			ABUW_RS20425	159	52	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	655569	656774	-							ABUW_RS03205	1206		old_locus_tag=ABUW_0651
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	655569	656774	-	WP_000512708.1	WP_000512708.1		RtcB family protein			ABUW_RS03205	1206	401	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	657052	658512	-							ABUW_RS03210	1461		old_locus_tag=ABUW_0652
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	657052	658512	-	WP_000004974.1	WP_000004974.1		amino acid permease			ABUW_RS03210	1461	486	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	658534	659547	-							ABUW_RS03215	1014		old_locus_tag=ABUW_0653
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	658534	659547	-	WP_000371532.1	WP_000371532.1		methyltransferase			ABUW_RS03215	1014	337	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	659610	660968	-							ABUW_RS03220	1359		old_locus_tag=ABUW_0654
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	659610	660968	-	WP_000070856.1	WP_000070856.1		uracil-xanthine permease			ABUW_RS03220	1359	452	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	661147	662982	+					typA		ABUW_RS03225	1836		old_locus_tag=ABUW_0655
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	661147	662982	+	WP_001280092.1	WP_001280092.1		translational GTPase TypA	typA		ABUW_RS03225	1836	611	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	663238	663669	+					mscL		ABUW_RS03230	432		old_locus_tag=ABUW_0656
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	663238	663669	+	WP_000022555.1	WP_000022555.1		large conductance mechanosensitive channel protein MscL	mscL		ABUW_RS03230	432	143	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	663812	664165	+							ABUW_RS03235	354		old_locus_tag=ABUW_0657
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	663812	664165	+	WP_001072495.1	WP_001072495.1		gamma-glutamylcyclotransferase			ABUW_RS03235	354	117	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	664176	664466	-							ABUW_RS03240	291		old_locus_tag=ABUW_0658
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	664176	664466	-	WP_001192454.1	WP_001192454.1		peptidylprolyl isomerase			ABUW_RS03240	291	96	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	664486	665310	-					mutM		ABUW_RS03245	825		old_locus_tag=ABUW_0659
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	664486	665310	-	WP_001114561.1	WP_001114561.1		bifunctional DNA-formamidopyrimidine glycosylase/DNA-(apurinic or apyrimidinic site) lyase	mutM		ABUW_RS03245	825	274	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	665386	665952	+							ABUW_RS03250	567		old_locus_tag=ABUW_0660
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	665386	665952	+	WP_001280163.1	WP_001280163.1		DNA-3-methyladenine glycosylase			ABUW_RS03250	567	188	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	666127	668289	+							ABUW_RS03255	2163		old_locus_tag=ABUW_0661
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	666127	668289	+	WP_001985935.1	WP_001985935.1		TonB-dependent receptor			ABUW_RS03255	2163	720	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	668299	669405	+							ABUW_RS03260	1107		old_locus_tag=ABUW_0662
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	668299	669405	+	WP_001096153.1	WP_001096153.1		NADH:flavin oxidoreductase/NADH oxidase			ABUW_RS03260	1107	368	
