Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-449147,"Signaling by Interleukins",33,639,0.04354937640564302,0.4287494961593563,0.6469790232063776,252,490,0.03780280820860978,9606,Homo sapiens,"6097;6196;6772;6775;2353;3560;3162;1437;654483;51561;3576;3575;3773;3732;83595;6804;7412;2185;3426;2898;3589;3587;2894;4312;5743;2939;5602;1848;3965;4318;3725","","R-HSA-452100;R-HSA-8950415;R-HSA-452097;R-HSA-450063;R-HSA-1112602;R-HSA-452108;R-HSA-8987266;R-HSA-1112604;R-HSA-8950405;R-HSA-8987270;R-HSA-8950426;R-HSA-203797;R-HSA-1112587;R-HSA-452122;R-HSA-913424;R-HSA-8950423;R-HSA-8950441;R-HSA-6783556;R-HSA-508451;R-HSA-6786114;R-HSA-913451;R-HSA-6783552;R-HSA-6786124;R-HSA-8950448;R-HSA-8950453;R-HSA-6783524;R-HSA-6786095;R-HSA-6786092;R-HSA-921155;R-HSA-6783530;R-HSA-6786101;R-HSA-6809140;R-HSA-6786096;R-HSA-8950480;R-HSA-6786110;R-HSA-198746;R-HSA-449117;R-HSA-8950485;R-HSA-448603;R-HSA-449115;R-HSA-6784006;R-HSA-6786050;R-HSA-508513;R-HSA-6788623;R-HSA-6788622;R-HSA-6786058;R-HSA-1067646;R-HSA-6786070;R-HSA-8950522;R-HSA-6788628;R-HSA-448629;R-HSA-168053;R-HSA-914036;R-HSA-8950518;R-HSA-6786072;R-HSA-912527;R-HSA-1112727;R-HSA-8987150;R-HSA-9617941;R-HSA-1295519;R-HSA-1295516;R-HSA-1067651;R-HSA-8983059;R-HSA-1067659;R-HSA-8950292;R-HSA-8983061;R-HSA-447130;R-HSA-6788346;R-HSA-8983063;R-HSA-8950314;R-HSA-8987179;R-HSA-209061;R-HSA-6783681;R-HSA-1295540;R-HSA-6784204;R-HSA-8983077;R-HSA-9009700;R-HSA-8983078;R-HSA-8950328;R-HSA-5340385;R-HSA-1067688;R-HSA-8950322;R-HSA-8950344;R-HSA-6784160;R-HSA-168136;R-HSA-1264832;R-HSA-199895;R-HSA-8950364;R-HSA-8950365;R-HSA-8987230;R-HSA-8950367;R-HSA-8981073;R-HSA-8950354;R-HSA-6784189;R-HSA-8987218;R-HSA-8987220;R-HSA-168162;R-HSA-6785165;R-HSA-8981093;R-HSA-450292;R-HSA-447226;R-HSA-8950389;R-HSA-8987255;R-HSA-6785895;R-HSA-8983425;R-HSA-8983424;R-HSA-8984963;R-HSA-914182;R-HSA-8985988;R-HSA-8984964;R-HSA-6785898;R-HSA-449803;R-HSA-8987033;R-HSA-8950681;R-HSA-447252;R-HSA-450325;R-HSA-8950684;R-HSA-8950173;R-HSA-449811;R-HSA-8950175;R-HSA-6784324;R-HSA-449829;R-HSA-6784323;R-HSA-8952749;R-HSA-8983983;R-HSA-8950190;R-HSA-879909;R-HSA-450348;R-HSA-879910;R-HSA-8950181;R-HSA-879907;R-HSA-8950183;R-HSA-8950201;R-HSA-879934;R-HSA-8983996;R-HSA-8950718;R-HSA-879930;R-HSA-9025969;R-HSA-879925;R-HSA-451900;R-HSA-8987080;R-HSA-8950218;R-HSA-8950732;R-HSA-8950733;R-HSA-8984012;R-HSA-8984014;R-HSA-8984001;R-HSA-8950721;R-HSA-8950210;R-HSA-879942;R-HSA-8950724;R-HSA-879937;R-HSA-8950213;R-HSA-8987097;R-HSA-508247;R-HSA-8983003;R-HSA-8983519;R-HSA-8983518;R-HSA-6784319;R-HSA-8950225;R-HSA-8950737;R-HSA-8984021;R-HSA-8950741;R-HSA-8984023;R-HSA-451942;R-HSA-919404;R-HSA-8952807;R-HSA-6784791;R-HSA-8950778;R-HSA-8950780;R-HSA-8950269;R-HSA-8950782;R-HSA-912757;R-HSA-6785821;R-HSA-8950771;R-HSA-8950260;R-HSA-508282;R-HSA-8952823;R-HSA-6788582;R-HSA-8950537;R-HSA-508292;R-HSA-8983309;R-HSA-6789615;R-HSA-6797293;R-HSA-8983299;R-HSA-8983298;R-HSA-8950533;R-HSA-8983300;R-HSA-9006873;R-HSA-8983835;R-HSA-8983834;R-HSA-9006870;R-HSA-449958;R-HSA-8985900;R-HSA-909738;R-HSA-8950063;R-HSA-8983841;R-HSA-8983845;R-HSA-448427;R-HSA-8983335;R-HSA-8950567;R-HSA-6797271;R-HSA-8950586;R-HSA-6797269;R-HSA-6797268;R-HSA-5696482;R-HSA-6797267;R-HSA-8950591;R-HSA-8983870;R-HSA-6788571;R-HSA-449978;R-HSA-8950581;R-HSA-449976;R-HSA-8950583;R-HSA-8985929;R-HSA-8983371;R-HSA-8983374;R-HSA-8983872;R-HSA-1112538;R-HSA-8865613;R-HSA-8983876;R-HSA-8983878;R-HSA-8983384;R-HSA-1112514;R-HSA-913374;R-HSA-9006431;R-HSA-913371;R-HSA-8950623;R-HSA-913370;R-HSA-8950608;R-HSA-8983378;R-HSA-913360;R-HSA-8985943;R-HSA-8986985;R-HSA-8950634;R-HSA-1112565;R-HSA-8950637;R-HSA-8985966;R-HSA-450031;R-HSA-6790029;R-HSA-8983394;R-HSA-450027;R-HSA-453111;R-HSA-6790036;R-HSA-6789524;R-HSA-8985981;R-HSA-8987007;R-HSA-453104;R-HSA-8950128;R-HSA-168440;R-HSA-452091;R-HSA-6790041"
R-HSA-163685,"Integration of energy metabolism",8,145,0.00988209636747768,0.428858271231207,0.6469790232063776,28,62,0.00478321246721185,9606,Homo sapiens,"51085;2668;5330;114;2246;6514;3767;6804","","R-HSA-164423;R-HSA-499981;R-HSA-265166;R-HSA-381704;R-HSA-381706;R-HSA-163666;R-HSA-400023;R-HSA-825631;R-HSA-163670;R-HSA-265682;R-HSA-163733;R-HSA-163669;R-HSA-164056;R-HSA-163672;R-HSA-164377;R-HSA-163743;R-HSA-163676;R-HSA-381607;R-HSA-163617;R-HSA-163748;R-HSA-381612;R-HSA-265645;R-HSA-163691;R-HSA-163688;R-HSA-163625;R-HSA-163689;R-HSA-163770;R-HSA-399998"
R-HSA-2151201,"Transcriptional activation of mitochondrial biogenesis",5,87,0.005929257820486608,0.4317823119219085,0.6469790232063776,14,32,0.002468754821786761,9606,Homo sapiens,"25803;2259;10891;3732;9572","","R-HSA-1592252;R-HSA-1605535;R-HSA-111912;R-HSA-1592242;R-HSA-1605428;R-HSA-1592246;R-HSA-1592232;R-HSA-2466391;R-HSA-1592234;R-HSA-1592236;R-HSA-1592238;R-HSA-5688289;R-HSA-1368140;R-HSA-2466392"
R-HSA-425393,"Transport of inorganic cations/anions and amino acids/oligopeptides",9,165,0.011245144142302188,0.4320324856450428,0.6469790232063776,9,75,0.005786144113562722,9606,Homo sapiens,"10568;2259;6550;115111;6574;6568;54716;5172;8140","","R-HSA-352052;R-HSA-427605;R-HSA-427570;R-HSA-428609;R-HSA-425661;R-HSA-425994;R-HSA-352232;R-HSA-427656;R-HSA-5627802"
R-HSA-2894862,"Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants",4,68,0.004634362434403326,0.4350815005202864,0.6469790232063776,14,21,0.001620120351797562,9606,Homo sapiens,"3280;54567;55534;54492","","R-HSA-2220964;R-HSA-2220966;R-HSA-2900747;R-HSA-2220971;R-HSA-4396393;R-HSA-4396392;R-HSA-4396402;R-HSA-2900765;R-HSA-2220976;R-HSA-2220979;R-HSA-4396401;R-HSA-2220981;R-HSA-2220985;R-HSA-2220957"
R-HSA-2894858,"Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer",4,68,0.004634362434403326,0.4350815005202864,0.6469790232063776,14,21,0.001620120351797562,9606,Homo sapiens,"3280;54567;55534;54492","","R-HSA-2220964;R-HSA-2220966;R-HSA-2900747;R-HSA-2220971;R-HSA-4396393;R-HSA-4396392;R-HSA-4396402;R-HSA-2900765;R-HSA-2220976;R-HSA-2220979;R-HSA-4396401;R-HSA-2220981;R-HSA-2220985;R-HSA-2220957"
R-HSA-2644606,"Constitutive Signaling by NOTCH1 PEST Domain Mutants",4,68,0.004634362434403326,0.4350815005202864,0.6469790232063776,14,21,0.001620120351797562,9606,Homo sapiens,"3280;54567;55534;54492","","R-HSA-2769000;R-HSA-2220964;R-HSA-2769007;R-HSA-2220966;R-HSA-2220971;R-HSA-4396393;R-HSA-4396392;R-HSA-4396402;R-HSA-2220944;R-HSA-2220979;R-HSA-4396401;R-HSA-2220981;R-HSA-2220985;R-HSA-2220957"
R-HSA-2644602,"Signaling by NOTCH1 PEST Domain Mutants in Cancer",4,68,0.004634362434403326,0.4350815005202864,0.6469790232063776,14,21,0.001620120351797562,9606,Homo sapiens,"3280;54567;55534;54492","","R-HSA-2769000;R-HSA-2220964;R-HSA-2769007;R-HSA-2220966;R-HSA-2220971;R-HSA-4396393;R-HSA-4396392;R-HSA-4396402;R-HSA-2220944;R-HSA-2220979;R-HSA-4396401;R-HSA-2220981;R-HSA-2220985;R-HSA-2220957"
R-HSA-2644603,"Signaling by NOTCH1 in Cancer",4,68,0.004634362434403326,0.4350815005202864,0.6469790232063776,21,39,0.003008794939052615,9606,Homo sapiens,"3280;54567;55534;54492","","R-HSA-2769000;R-HSA-2691211;R-HSA-2220964;R-HSA-2769007;R-HSA-2220966;R-HSA-2660815;R-HSA-2900747;R-HSA-2737728;R-HSA-2730752;R-HSA-2220971;R-HSA-4396393;R-HSA-4396392;R-HSA-4396402;R-HSA-2900765;R-HSA-2220976;R-HSA-2220944;R-HSA-2220979;R-HSA-4396401;R-HSA-2220981;R-HSA-2220985;R-HSA-2220957"
R-HSA-937061,"TRIF(TICAM1)-mediated TLR4 signaling ",6,107,0.007292305595311115,0.4369801286668542,0.6469790232063776,13,58,0.004474618114488505,9606,Homo sapiens,"6196;2353;5602;1848;54848;3725","","R-HSA-168162;R-HSA-177671;R-HSA-168933;R-HSA-166245;R-HSA-168136;R-HSA-450348;R-HSA-450292;R-HSA-450325;R-HSA-199895;R-HSA-203797;R-HSA-168053;R-HSA-198746;R-HSA-168440"
R-HSA-166166,"MyD88-independent TLR4 cascade ",6,107,0.007292305595311115,0.4369801286668542,0.6469790232063776,13,60,0.004628915290850177,9606,Homo sapiens,"6196;2353;5602;1848;54848;3725","","R-HSA-168162;R-HSA-177671;R-HSA-168933;R-HSA-166245;R-HSA-168136;R-HSA-450348;R-HSA-450292;R-HSA-450325;R-HSA-199895;R-HSA-203797;R-HSA-168053;R-HSA-198746;R-HSA-168440"
R-HSA-168138,"Toll Like Receptor 9 (TLR9) Cascade",6,107,0.007292305595311115,0.4369801286668542,0.6469790232063776,11,67,0.005168955408116032,9606,Homo sapiens,"6196;2353;4214;5602;1848;3725","","R-HSA-168162;R-HSA-450292;R-HSA-450325;R-HSA-199895;R-HSA-203797;R-HSA-168053;R-HSA-166869;R-HSA-198746;R-HSA-168440;R-HSA-168136;R-HSA-450348"
R-HSA-5675221,"Negative regulation of MAPK pathway",3,49,0.0033394670483200438,0.43772141659154284,0.6469790232063776,2,17,0.001311525999074217,9606,Homo sapiens,"1843;11221;1848","","R-HSA-5675376;R-HSA-5675373"
R-HSA-181430,"Norepinephrine Neurotransmitter Release Cycle",2,30,0.0020445716622367613,0.43778101285039306,0.6469790232063776,3,6,4.6289152908501776E-4,9606,Homo sapiens,"3694;6804","","R-HSA-374899;R-HSA-372542;R-HSA-374922"
R-HSA-420029,"Tight junction interactions",2,30,0.0020445716622367613,0.43778101285039306,0.6469790232063776,1,3,2.3144576454250888E-4,9606,Homo sapiens,"23562;9075","","R-HSA-420019"
R-HSA-8963889,"Assembly of active LPL and LIPC lipase complexes",2,30,0.0020445716622367613,0.43778101285039306,0.6469790232063776,2,12,9.257830581700355E-4,9606,Homo sapiens,"5125;51129","","R-HSA-6784676;R-HSA-6784628"
R-HSA-193692,"Regulated proteolysis of p75NTR",1,12,8.178286648947046E-4,0.44832970162855057,0.6469790232063776,5,5,3.8574294090418145E-4,9606,Homo sapiens,"3177","","R-HSA-193682;R-HSA-193702;R-HSA-193700;R-HSA-193679;R-HSA-209532"
R-HSA-9619229,"Activation of RAC1 downstream of NMDARs",1,12,8.178286648947046E-4,0.44832970162855057,0.6469790232063776,5,6,4.6289152908501776E-4,9606,Homo sapiens,"2259","","R-HSA-9619376;R-HSA-9619783;R-HSA-9619367;R-HSA-9619355;R-HSA-9619214"
R-HSA-5649702,"APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway",1,12,8.178286648947046E-4,0.44832970162855057,0.6469790232063776,7,9,6.943372936275266E-4,9606,Homo sapiens,"3363","","R-HSA-5649734;R-HSA-5649726;R-HSA-5649724;R-HSA-5649708;R-HSA-5649725;R-HSA-5649723;R-HSA-5649705"
R-HSA-428543,"Inactivation of CDC42 and RAC1",1,12,8.178286648947046E-4,0.44832970162855057,0.6469790232063776,2,4,3.0859435272334514E-4,9606,Homo sapiens,"9901","","R-HSA-428533;R-HSA-376145"
R-HSA-2534343,"Interaction With Cumulus Cells And The Zona Pellucida",1,12,8.178286648947046E-4,0.44832970162855057,0.6469790232063776,1,2,1.5429717636167257E-4,9606,Homo sapiens,"8747","","R-HSA-1297338"
R-HSA-9013700,"NOTCH4 Activation and Transmission of Signal to the Nucleus",1,12,8.178286648947046E-4,0.44832970162855057,0.6469790232063776,2,5,3.8574294090418145E-4,9606,Homo sapiens,"54567","","R-HSA-9604264;R-HSA-2168987"
R-HSA-418889,"Caspase activation via Dependence Receptors in the absence of ligand",1,12,8.178286648947046E-4,0.44832970162855057,0.6469790232063776,2,8,6.171887054466903E-4,9606,Homo sapiens,"90249","","R-HSA-418846;R-HSA-374699"
R-HSA-428542,"Regulation of commissural axon pathfinding by SLIT and ROBO",1,12,8.178286648947046E-4,0.44832970162855057,0.6469790232063776,1,5,3.8574294090418145E-4,9606,Homo sapiens,"3821","","R-HSA-428510"
R-HSA-8963676,"Intestinal absorption",1,12,8.178286648947046E-4,0.44832970162855057,0.6469790232063776,1,6,4.6289152908501776E-4,9606,Homo sapiens,"6514","","R-HSA-189242"
R-HSA-983712,"Ion channel transport",11,207,0.014107544469433653,0.4492026696348346,0.6469790232063776,11,41,0.003163092115414288,9606,Homo sapiens,"2259;NA;26287;477;65268;10396;245972;527;53826;3965;10786","","R-HSA-427910;R-HSA-2730664;R-HSA-5252133;R-HSA-2682349;R-HSA-2855020;R-HSA-947591;R-HSA-2872498;R-HSA-3295579;R-HSA-2872497;R-HSA-939763;R-HSA-936897"
R-HSA-1971475,"A tetrasaccharide linker sequence is required for GAG synthesis",2,31,0.002112724050977987,0.45432145340437746,0.6469790232063776,5,5,3.8574294090418145E-4,9606,Homo sapiens,"2207;1634","","R-HSA-1889981;R-HSA-9638064;R-HSA-1889978;R-HSA-1878002;R-HSA-1889955"
R-HSA-1296041,"Activation of G protein gated Potassium channels",2,31,0.002112724050977987,0.45432145340437746,0.6469790232063776,3,3,2.3144576454250888E-4,9606,Homo sapiens,"9568;3773","","R-HSA-1013020;R-HSA-1013013;R-HSA-1013012"
R-HSA-1296059,"G protein gated Potassium channels",2,31,0.002112724050977987,0.45432145340437746,0.6469790232063776,3,3,2.3144576454250888E-4,9606,Homo sapiens,"9568;3773","","R-HSA-1013020;R-HSA-1013013;R-HSA-1013012"
R-HSA-997272,"Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits",2,31,0.002112724050977987,0.45432145340437746,0.6469790232063776,3,3,2.3144576454250888E-4,9606,Homo sapiens,"9568;3773","","R-HSA-1013020;R-HSA-1013013;R-HSA-1013012"
R-HSA-3000157,"Laminin interactions",2,31,0.002112724050977987,0.45432145340437746,0.6469790232063776,7,15,0.0011572288227125443,9606,Homo sapiens,"3914;3918","","R-HSA-2426676;R-HSA-216048;R-HSA-3787997;R-HSA-2396083;R-HSA-4084505;R-HSA-3907292;R-HSA-349626"
R-HSA-5601884,"PIWI-interacting RNA (piRNA) biogenesis",2,31,0.002112724050977987,0.45432145340437746,0.6469790232063776,5,15,0.0011572288227125443,9606,Homo sapiens,"201164;143689","","R-HSA-5629237;R-HSA-5601919;R-HSA-5601887;R-HSA-5601897;R-HSA-5601883"
R-HSA-1482801,"Acyl chain remodelling of PS",2,31,0.002112724050977987,0.45432145340437746,0.6469790232063776,2,8,6.171887054466903E-4,9606,Homo sapiens,"22925;4496","","R-HSA-8867876;R-HSA-1602374"
R-HSA-8943724,"Regulation of PTEN gene transcription",4,70,0.004770667211885776,0.456748875300779,0.6469790232063776,5,15,0.0011572288227125443,9606,Homo sapiens,"3576;1958;6591;3725","","R-HSA-8944104;R-HSA-8943817;R-HSA-8944026;R-HSA-8944078;R-HSA-8944047"
R-HSA-69273,"Cyclin A/B1/B2 associated events during G2/M transition",2,32,0.002180876439719212,0.47057901929347157,0.6469790232063776,9,25,0.0019287147045209073,9606,Homo sapiens,"27134;8900","","R-HSA-170087;R-HSA-4088024;R-HSA-170116;R-HSA-170084;R-HSA-170088;R-HSA-69754;R-HSA-170158;R-HSA-170156;R-HSA-170076"
R-HSA-5357769,"Caspase activation via extrinsic apoptotic signalling pathway",2,32,0.002180876439719212,0.47057901929347157,0.6469790232063776,6,17,0.001311525999074217,9606,Homo sapiens,"8743;90249","","R-HSA-139952;R-HSA-141156;R-HSA-418846;R-HSA-3465448;R-HSA-3371359;R-HSA-374699"
R-HSA-2122948,"Activated NOTCH1 Transmits Signal to the Nucleus",2,32,0.002180876439719212,0.47057901929347157,0.6469790232063776,4,21,0.001620120351797562,9606,Homo sapiens,"54567;54492","","R-HSA-157632;R-HSA-1980074;R-HSA-1980138;R-HSA-1980041"
R-HSA-166058,"MyD88:MAL(TIRAP) cascade initiated on plasma membrane",6,111,0.0075649151502760175,0.4713537690293619,0.6469790232063776,11,64,0.004937509643573522,9606,Homo sapiens,"6196;2353;4214;5602;1848;3725","","R-HSA-168162;R-HSA-450292;R-HSA-450325;R-HSA-199895;R-HSA-203797;R-HSA-168053;R-HSA-166869;R-HSA-198746;R-HSA-168440;R-HSA-168136;R-HSA-450348"
R-HSA-168188,"Toll Like Receptor TLR6:TLR2 Cascade",6,111,0.0075649151502760175,0.4713537690293619,0.6469790232063776,11,66,0.005091806819935195,9606,Homo sapiens,"6196;2353;4214;5602;1848;3725","","R-HSA-168162;R-HSA-450292;R-HSA-450325;R-HSA-199895;R-HSA-203797;R-HSA-168053;R-HSA-166869;R-HSA-198746;R-HSA-168440;R-HSA-168136;R-HSA-450348"
R-HSA-2022923,"Dermatan sulfate biosynthesis",1,13,8.859810536359299E-4,0.47501927349388606,0.6469790232063776,4,4,3.0859435272334514E-4,9606,Homo sapiens,"1634","","R-HSA-2022063;R-HSA-2022061;R-HSA-2022052;R-HSA-2022065"
R-HSA-211994,"Sterols are 12-hydroxylated by CYP8B1",1,13,8.859810536359299E-4,0.47501927349388606,0.6469790232063776,3,3,2.3144576454250888E-4,9606,Homo sapiens,"5740","","R-HSA-193845;R-HSA-192157;R-HSA-193709"
R-HSA-2151209,"Activation of PPARGC1A (PGC-1alpha) by phosphorylation",1,13,8.859810536359299E-4,0.47501927349388606,0.6469790232063776,2,2,1.5429717636167257E-4,9606,Homo sapiens,"10891","","R-HSA-1592233;R-HSA-1592244"
R-HSA-2179392,"EGFR Transactivation by Gastrin",1,13,8.859810536359299E-4,0.47501927349388606,0.6469790232063776,4,6,4.6289152908501776E-4,9606,Homo sapiens,"1839","","R-HSA-2179415;R-HSA-2179387;R-HSA-2179402;R-HSA-2179407"
R-HSA-380612,"Metabolism of serotonin",1,13,8.859810536359299E-4,0.47501927349388606,0.6469790232063776,1,2,1.5429717636167257E-4,9606,Homo sapiens,"217","","R-HSA-380608"
R-HSA-390666,"Serotonin receptors",1,13,8.859810536359299E-4,0.47501927349388606,0.6469790232063776,1,3,2.3144576454250888E-4,9606,Homo sapiens,"3363","","R-HSA-390931"
R-HSA-375281,"Hormone ligand-binding receptors",1,13,8.859810536359299E-4,0.47501927349388606,0.6469790232063776,1,4,3.0859435272334514E-4,9606,Homo sapiens,"170589","","R-HSA-391375"
R-HSA-5578768,"Physiological factors",1,13,8.859810536359299E-4,0.47501927349388606,0.6469790232063776,1,4,3.0859435272334514E-4,9606,Homo sapiens,"4881","","R-HSA-6784598"
R-HSA-209952,"Peptide hormone biosynthesis",1,13,8.859810536359299E-4,0.47501927349388606,0.6469790232063776,1,5,3.8574294090418145E-4,9606,Homo sapiens,"3624","","R-HSA-378975"
R-HSA-1296346,"Tandem pore domain potassium channels",1,13,8.859810536359299E-4,0.47501927349388606,0.6469790232063776,1,6,4.6289152908501776E-4,9606,Homo sapiens,"3776","","R-HSA-1296348"
R-HSA-190828,"Gap junction trafficking",3,52,0.0035439242145437195,0.4758963087888952,0.6469790232063776,8,20,0.0015429717636167258,9606,Homo sapiens,"57165;2705;25854","","R-HSA-190693;R-HSA-190682;R-HSA-190698;R-HSA-190520;R-HSA-191737;R-HSA-190681;R-HSA-190687;R-HSA-190877"
R-HSA-432040,"Vasopressin regulates renal water homeostasis via Aquaporins",3,52,0.0035439242145437195,0.4758963087888952,0.6469790232063776,4,15,0.0011572288227125443,9606,Homo sapiens,"114;360;361","","R-HSA-163617;R-HSA-445714;R-HSA-432067;R-HSA-164377"
R-HSA-3928663,"EPHA-mediated growth cone collapse",2,33,0.0022490288284604375,0.4865423857057518,0.6469790232063776,3,4,3.0859435272334514E-4,9606,Homo sapiens,"284656;2045","","R-HSA-3928651;R-HSA-3928602;R-HSA-3928648"
R-HSA-4641262,"Disassembly of the destruction complex and recruitment of AXIN to the membrane",2,33,0.0022490288284604375,0.4865423857057518,0.6469790232063776,5,7,5.40040117265854E-4,9606,Homo sapiens,"2123;23213","","R-HSA-201685;R-HSA-3601585;R-HSA-201691;R-HSA-1504186;R-HSA-201677"
R-HSA-622312,"Inflammasomes",2,33,0.0022490288284604375,0.4865423857057518,0.6469790232063776,12,28,0.002160160469063416,9606,Homo sapiens,"3241;114548","","R-HSA-873951;R-HSA-1250272;R-HSA-9603905;R-HSA-877198;R-HSA-844440;R-HSA-1296421;R-HSA-877178;R-HSA-844612;R-HSA-877158;R-HSA-844610;R-HSA-877187;R-HSA-1306876"
R-HSA-8850843,"Phosphate bond hydrolysis by NTPDase proteins",2,33,0.0022490288284604375,0.4865423857057518,0.6469790232063776,3,12,9.257830581700355E-4,9606,Homo sapiens,"954;377841","","R-HSA-8851538;R-HSA-8851089;R-HSA-8851550"
R-HSA-9018679,"Biosynthesis of EPA-derived SPMs",2,33,0.0022490288284604375,0.4865423857057518,0.6469790232063776,2,17,0.001311525999074217,9606,Homo sapiens,"3248;5743","","R-HSA-9018880;R-HSA-9023968"
R-HSA-1489509,"DAG and IP3 signaling",3,53,0.003612076603284945,0.4883553537601022,0.6469790232063776,14,28,0.002160160469063416,9606,Homo sapiens,"2259;114;2263","","R-HSA-9618834;R-HSA-442725;R-HSA-9619125;R-HSA-111913;R-HSA-111912;R-HSA-111915;R-HSA-74448;R-HSA-111956;R-HSA-111930;R-HSA-442749;R-HSA-9617583;R-HSA-9618863;R-HSA-444792;R-HSA-111966"
R-HSA-8950505,"Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation",4,73,0.004975124378109453,0.4886987141370709,0.6469790232063776,36,36,0.0027773491745101066,9606,Homo sapiens,"654483;6775;2939;3732","","R-HSA-8950344;R-HSA-8950218;R-HSA-8950732;R-HSA-8950415;R-HSA-9617941;R-HSA-8950721;R-HSA-8950533;R-HSA-8950213;R-HSA-8950681;R-HSA-8950426;R-HSA-8950684;R-HSA-8950365;R-HSA-8950173;R-HSA-9006431;R-HSA-8950367;R-HSA-8950175;R-HSA-8950623;R-HSA-8981073;R-HSA-8950480;R-HSA-8950608;R-HSA-8950225;R-HSA-8950292;R-HSA-8950314;R-HSA-8950634;R-HSA-8950637;R-HSA-8950190;R-HSA-8950567;R-HSA-8950328;R-HSA-8950201;R-HSA-8950586;R-HSA-8950718;R-HSA-8950322;R-HSA-8950771;R-HSA-8950260;R-HSA-8950389;R-HSA-8950581"
R-HSA-1989781,"PPARA activates gene expression",9,174,0.011858515640973216,0.4939944583738938,0.6469790232063776,9,41,0.003163092115414288,9606,Homo sapiens,"9971;25803;27063;1543;50486;10891;183;9572;51129","","R-HSA-1989774;R-HSA-1989759;R-HSA-560473;R-HSA-1368065;R-HSA-1592238;R-HSA-1989764;R-HSA-1989746;R-HSA-560517;R-HSA-1989779"
R-HSA-168179,"Toll Like Receptor TLR1:TLR2 Cascade",6,114,0.007769372316499694,0.49674689112917747,0.6469790232063776,11,66,0.005091806819935195,9606,Homo sapiens,"6196;2353;4214;5602;1848;3725","","R-HSA-168162;R-HSA-450292;R-HSA-450325;R-HSA-199895;R-HSA-203797;R-HSA-168053;R-HSA-166869;R-HSA-198746;R-HSA-168440;R-HSA-168136;R-HSA-450348"
R-HSA-181438,"Toll Like Receptor 2 (TLR2) Cascade",6,114,0.007769372316499694,0.49674689112917747,0.6469790232063776,11,68,0.005246103996296868,9606,Homo sapiens,"6196;2353;4214;5602;1848;3725","","R-HSA-168162;R-HSA-450292;R-HSA-450325;R-HSA-199895;R-HSA-203797;R-HSA-168053;R-HSA-166869;R-HSA-198746;R-HSA-168440;R-HSA-168136;R-HSA-450348"
R-HSA-8876493,"InlA-mediated entry of Listeria monocytogenes into host cells",1,14,9.541334423771553E-4,0.5004193052926538,0.6469790232063776,5,5,3.8574294090418145E-4,9606,Homo sapiens,"999","","R-HSA-8876948;R-HSA-8876497;R-HSA-8876993;R-HSA-8877003;R-HSA-112333"
R-HSA-2025928,"Calcineurin activates NFAT",1,14,9.541334423771553E-4,0.5004193052926538,0.6469790232063776,2,2,1.5429717636167257E-4,9606,Homo sapiens,"2259","","R-HSA-2025882;R-HSA-2025890"
R-HSA-112308,"Presynaptic depolarization and calcium channel opening",1,14,9.541334423771553E-4,0.5004193052926538,0.6469790232063776,1,1,7.714858818083629E-5,9606,Homo sapiens,"2246","","R-HSA-210420"
R-HSA-5218900,"CASP8 activity is inhibited",1,14,9.541334423771553E-4,0.5004193052926538,0.6469790232063776,2,3,2.3144576454250888E-4,9606,Homo sapiens,"8743","","R-HSA-3465429;R-HSA-5675456"
R-HSA-6806664,"Metabolism of vitamin K",1,14,9.541334423771553E-4,0.5004193052926538,0.6469790232063776,2,4,3.0859435272334514E-4,9606,Homo sapiens,"4513","","R-HSA-159790;R-HSA-9026967"
